loan_id,age,annual_income,loan_amount,loan_term_months,interest_rate,credit_score,employment_years,num_credit_lines,debt_to_income,loan_purpose,home_ownership,default
L04582,48,73626,37779,24,11.47,730,25,4,0.513,education,RENT,0
L04583,39,50757,38894,36,5.9,529,10,4,0.766,medical,RENT,0
L04584,44,62814,35381,24,21.45,395,26,7,0.563,debt_consolidation,RENT,1
L04585,32,77763,16082,12,8.23,738,5,4,0.207,vacation,MORTGAGE,0
L04586,42,62737,7458,48,22.68,470,9,1,0.119,education,RENT,0
L04587,26,44357,43770,48,14.09,616,28,9,0.987,vacation,RENT,0
L04588,44,65117,24300,48,11.47,843,27,2,0.373,vacation,MORTGAGE,0
L04589,62,43087,4699,24,19.09,790,14,5,0.109,home_improvement,OWN,0
L04590,46,59920,31485,36,21.66,687,28,4,0.525,education,RENT,0
L04591,62,32466,42285,24,12.04,371,5,8,1.302,vacation,MORTGAGE,0
L04592,31,55523,3019,60,12.74,831,15,6,0.054,medical,MORTGAGE,0
L04593,43,76407,34471,36,13.23,538,11,7,0.451,home_improvement,OWN,0
L04594,40,49622,22270,12,22.52,388,18,2,0.449,medical,OWN,0
L04595,22,74686,24615,48,18.16,834,15,4,0.33,education,RENT,0
L04596,28,110681,15698,36,9.71,453,13,4,0.142,vacation,RENT,0
L04597,25,54478,40346,36,8.51,489,5,2,0.741,vacation,RENT,0
L04598,22,66055,8729,48,9.38,714,25,4,0.132,education,RENT,0
L04599,36,63583,41729,12,10.01,453,8,9,0.656,medical,OWN,0
L04600,61,59051,13171,24,9.37,638,21,8,0.223,car,RENT,0
L04601,33,69182,15947,24,17.51,816,0,1,0.231,vacation,OWN,0
L04602,43,50534,36725,36,7.2,334,25,8,0.727,vacation,OWN,0
L04603,43,43074,21450,48,12.36,825,21,9,0.498,home_improvement,RENT,0
L04604,38,27526,15300,60,16.88,836,7,8,0.556,medical,RENT,0
L04605,50,48830,21064,12,10.53,517,6,1,0.431,vacation,RENT,0
L04606,35,71225,6441,24,6.24,553,13,8,0.09,medical,RENT,0
L04607,41,38083,47779,12,6.55,502,7,5,1.255,home_improvement,MORTGAGE,1
L04608,54,59440,21332,12,7.39,400,10,9,0.359,medical,MORTGAGE,0
L04609,64,52784,22115,12,20.88,660,27,9,0.419,medical,MORTGAGE,0
L04610,36,43827,35869,48,17.5,477,23,6,0.818,home_improvement,OWN,0
L04611,33,21645,23868,48,6.23,575,8,3,1.103,vacation,RENT,0
L04612,61,79531,43997,48,12.43,611,18,7,0.553,medical,MORTGAGE,0
L04613,41,64309,22615,36,10.29,709,6,3,0.352,car,OWN,0
L04614,51,102975,15615,48,15.98,587,5,7,0.152,vacation,RENT,0
L04615,59,74429,16732,36,14.93,824,17,8,0.225,home_improvement,MORTGAGE,0
L04616,24,79129,27367,24,14.14,700,4,5,0.346,debt_consolidation,RENT,0
L04617,49,23511,47134,24,10.98,516,18,5,2.005,education,OWN,0
L04618,47,23196,44738,24,7.62,769,10,4,1.929,car,OWN,1
L04619,51,55761,47760,24,19.11,326,4,3,0.857,vacation,MORTGAGE,0
L04620,34,34333,2981,24,21.72,721,29,8,0.087,education,MORTGAGE,0
L04621,34,42736,23554,48,22.94,313,26,6,0.551,home_improvement,MORTGAGE,1
L04622,23,100472,27319,60,6.11,800,24,6,0.272,car,OWN,0
L04623,58,76417,18130,48,19.06,624,29,2,0.237,vacation,MORTGAGE,0
L04624,59,38158,20815,60,18.8,623,23,4,0.545,education,RENT,0
L04625,23,15000,10566,48,23.0,584,24,5,0.704,debt_consolidation,OWN,0
L04626,57,36641,28329,24,9.81,388,8,5,0.773,vacation,MORTGAGE,1
L04627,47,44970,8349,12,19.1,344,26,3,0.186,debt_consolidation,OWN,0
L04628,32,49217,12728,60,6.04,797,23,5,0.259,debt_consolidation,RENT,0
L04629,29,31977,42316,12,16.99,797,29,5,1.323,medical,RENT,0
L04630,61,75337,20375,24,11.67,444,7,2,0.27,home_improvement,RENT,0
L04631,64,42193,23814,60,19.61,817,10,5,0.564,medical,RENT,0
L04632,43,66674,38214,12,21.4,381,26,3,0.573,debt_consolidation,RENT,1
L04633,41,55969,23545,48,11.93,466,21,3,0.421,home_improvement,RENT,0
L04634,29,71892,47588,24,14.99,404,5,5,0.662,home_improvement,RENT,0
L04635,50,50717,20953,48,7.23,787,29,9,0.413,home_improvement,RENT,0
L04636,61,38350,4872,48,12.92,609,14,2,0.127,car,MORTGAGE,0
L04637,47,44225,11368,24,11.86,381,5,9,0.257,vacation,MORTGAGE,0
L04638,51,44479,36103,60,8.48,393,25,3,0.812,debt_consolidation,OWN,0
L04639,38,92161,7413,36,22.0,620,21,7,0.08,home_improvement,OWN,0
L04640,41,56377,31269,36,7.81,642,28,1,0.555,education,RENT,0
L04641,37,55083,22156,24,17.08,660,29,1,0.402,car,MORTGAGE,0
L04642,64,70876,15423,36,21.91,365,10,8,0.218,car,MORTGAGE,0
L04643,28,54998,40062,12,22.33,728,28,9,0.728,education,RENT,0
L04644,37,75190,44805,60,20.07,700,14,3,0.596,debt_consolidation,RENT,0
L04645,48,48302,3987,48,8.35,470,11,6,0.083,medical,MORTGAGE,0
L04646,44,46474,39597,48,20.53,367,8,3,0.852,car,RENT,0
L04647,45,37355,20369,24,10.25,791,9,6,0.545,debt_consolidation,MORTGAGE,0
L04648,30,88300,29868,48,22.53,333,28,7,0.338,car,MORTGAGE,0
L04649,56,53743,13434,12,18.47,300,14,5,0.25,debt_consolidation,RENT,0
L04650,41,33867,16548,12,19.92,450,16,3,0.489,home_improvement,RENT,0
L04651,58,58542,18636,24,6.62,557,15,8,0.318,medical,MORTGAGE,0
L04652,63,43299,34383,48,16.07,318,25,5,0.794,education,RENT,1
L04653,38,47987,44196,36,20.6,334,21,1,0.921,car,MORTGAGE,0
L04654,52,60593,19007,36,21.37,670,7,9,0.314,education,RENT,0
L04655,29,82377,37924,60,5.54,790,16,3,0.46,car,MORTGAGE,0
L04656,36,56828,32211,24,22.84,540,10,2,0.567,car,RENT,0
L04657,52,42201,13328,60,5.82,306,10,3,0.316,vacation,MORTGAGE,1
L04658,51,45911,5389,36,16.68,848,5,7,0.117,vacation,RENT,0
L04659,41,66816,11458,36,18.17,670,24,8,0.171,education,RENT,0
L04660,60,19749,4945,36,7.04,549,21,2,0.25,home_improvement,OWN,0
L04661,33,36231,11352,60,5.91,414,29,7,0.313,car,RENT,1
L04662,38,58827,12486,24,19.91,636,1,5,0.212,medical,RENT,0
L04663,63,24279,43400,12,12.31,441,0,9,1.788,vacation,RENT,0
L04664,51,49374,4092,12,7.04,784,19,7,0.083,debt_consolidation,OWN,0
L04665,50,46391,38527,36,19.49,737,5,1,0.83,debt_consolidation,OWN,0
L04666,40,70794,7112,24,21.13,387,25,1,0.1,debt_consolidation,MORTGAGE,0
L04667,32,50494,18937,24,16.16,762,25,6,0.375,home_improvement,RENT,0
L04668,55,76360,39672,48,8.06,347,24,9,0.52,car,RENT,0
L04669,28,56419,48026,48,5.29,780,4,1,0.851,car,RENT,0
L04670,55,86976,3112,60,18.32,823,22,3,0.036,education,MORTGAGE,0
L04671,41,30025,37545,48,15.45,510,21,5,1.25,vacation,MORTGAGE,0
L04672,59,84108,33740,60,17.37,543,21,4,0.401,debt_consolidation,OWN,0
L04673,45,47599,25481,12,20.45,538,8,1,0.535,home_improvement,MORTGAGE,1
L04674,31,81531,12025,36,13.25,496,4,4,0.147,education,MORTGAGE,0
L04675,53,76334,36082,24,7.37,534,17,4,0.473,medical,RENT,0
L04676,36,15000,15562,12,22.86,486,23,4,1.037,car,RENT,0
L04677,58,63625,13304,12,15.36,589,26,3,0.209,car,RENT,0
L04678,41,72957,9015,60,16.69,520,29,7,0.124,home_improvement,RENT,0
L04679,24,78914,46885,36,22.73,796,18,1,0.594,education,OWN,0
L04680,58,33820,7710,60,22.7,795,14,2,0.228,education,OWN,0
L04681,61,65626,14588,12,15.87,601,29,1,0.222,vacation,OWN,0
L04682,29,58511,22967,24,10.65,486,14,4,0.393,home_improvement,RENT,0
L04683,61,62765,23904,48,23.95,749,8,5,0.381,education,MORTGAGE,0
L04684,44,72980,26256,60,17.94,711,13,5,0.36,vacation,RENT,0
L04685,61,75820,27052,12,12.76,544,4,2,0.357,education,OWN,0
L04686,32,43196,17436,48,15.64,612,29,3,0.404,car,MORTGAGE,1
L04687,29,59777,23815,48,12.9,795,16,4,0.398,vacation,RENT,0
L04688,50,55740,17196,12,21.88,321,14,6,0.309,education,RENT,0
L04689,51,50691,20089,36,14.17,367,19,6,0.396,vacation,MORTGAGE,0
L04690,31,52412,19604,12,20.65,691,24,2,0.374,vacation,MORTGAGE,0
L04691,60,58527,4506,24,20.96,615,16,2,0.077,education,RENT,0
L04692,49,44164,34584,48,20.66,364,23,9,0.783,vacation,MORTGAGE,1
L04693,57,70894,22709,24,18.72,840,23,2,0.32,debt_consolidation,MORTGAGE,0
L04694,34,77847,46840,60,21.24,511,24,2,0.602,debt_consolidation,RENT,0
L04695,53,40229,49111,48,12.36,499,8,3,1.221,education,RENT,0
L04696,57,78729,40247,36,7.18,477,12,9,0.511,debt_consolidation,MORTGAGE,0
L04697,58,40263,45202,12,21.01,722,21,6,1.123,debt_consolidation,RENT,0
L04698,47,71160,5090,60,14.47,761,12,6,0.072,home_improvement,RENT,0
L04699,43,78696,41265,24,7.42,343,4,5,0.524,medical,MORTGAGE,0
L04700,25,53298,23552,60,7.19,730,27,7,0.442,education,OWN,0
L04701,52,40411,31135,36,8.03,467,27,4,0.77,vacation,RENT,0
L04702,39,44403,16691,12,19.27,586,13,3,0.376,home_improvement,RENT,0
L04703,59,61513,41761,60,18.51,636,29,7,0.679,education,OWN,0
L04704,45,90363,35741,24,8.87,470,6,1,0.396,debt_consolidation,OWN,0
L04705,44,24530,23661,60,21.09,482,24,6,0.965,vacation,MORTGAGE,1
L04706,43,56804,43025,12,10.34,315,4,2,0.757,medical,MORTGAGE,0
L04707,23,53414,8092,60,20.07,795,11,2,0.151,education,OWN,0
L04708,52,46782,37674,24,14.29,409,2,8,0.805,vacation,MORTGAGE,0
L04709,32,53545,2570,12,18.9,605,8,3,0.048,car,MORTGAGE,0
L04710,49,45240,14084,36,12.25,305,9,9,0.311,car,RENT,0
L04711,53,77376,2307,36,11.6,572,28,4,0.03,education,RENT,0
L04712,26,79164,5742,48,20.99,660,0,6,0.073,home_improvement,RENT,0
L04713,59,56586,43742,60,5.67,484,13,1,0.773,medical,RENT,0
L04714,31,52459,30792,24,23.52,399,0,3,0.587,home_improvement,RENT,1
L04715,61,46125,2765,60,17.32,389,9,4,0.06,vacation,RENT,0
L04716,45,56625,43732,12,13.22,545,29,5,0.772,medical,RENT,0
L04717,56,88260,26198,48,16.93,538,10,1,0.297,education,RENT,0
L04718,44,53132,9735,24,7.33,380,27,4,0.183,home_improvement,RENT,0
L04719,38,39890,18202,60,14.77,414,19,5,0.456,vacation,RENT,0
L04720,22,47840,49199,24,23.72,575,1,4,1.028,debt_consolidation,OWN,0
L04721,52,68562,13377,12,9.47,379,22,7,0.195,vacation,RENT,0
L04722,52,42080,48042,48,18.72,478,1,8,1.142,home_improvement,MORTGAGE,1
L04723,63,54393,16297,24,13.26,608,22,8,0.3,education,RENT,0
L04724,63,63511,10036,12,17.4,808,23,3,0.158,education,MORTGAGE,0
L04725,55,43446,42364,36,8.89,559,27,5,0.975,medical,RENT,0
L04726,30,23240,26369,24,13.94,591,10,8,1.135,medical,OWN,0
L04727,43,35715,36817,48,23.62,590,7,7,1.031,debt_consolidation,RENT,0
L04728,34,39542,39443,24,8.71,841,2,9,0.997,home_improvement,MORTGAGE,0
L04729,46,50881,3663,24,17.09,362,8,7,0.072,education,RENT,0
L04730,39,55797,41244,12,15.94,704,25,2,0.739,education,MORTGAGE,0
L04731,33,69826,14028,60,15.74,779,15,4,0.201,debt_consolidation,RENT,0
L04732,61,32909,21823,60,16.69,624,25,8,0.663,car,RENT,0
L04733,38,67209,17077,24,14.54,680,15,9,0.254,education,OWN,0
L04734,36,48323,41911,48,5.32,609,9,7,0.867,vacation,MORTGAGE,0
L04735,63,22860,21631,48,22.1,642,5,5,0.946,car,MORTGAGE,0
L04736,36,55244,3910,12,20.71,774,19,1,0.071,car,RENT,0
L04737,36,78692,35500,24,8.31,355,23,9,0.451,debt_consolidation,MORTGAGE,0
L04738,60,70896,21897,24,12.85,724,19,6,0.309,debt_consolidation,MORTGAGE,0
L04739,34,53627,39377,60,19.64,441,19,2,0.734,vacation,OWN,0
L04740,38,75263,13134,12,23.62,675,10,2,0.175,debt_consolidation,MORTGAGE,0
L04741,53,58460,39224,36,23.07,525,7,1,0.671,debt_consolidation,RENT,0
L04742,30,72661,28897,48,22.09,773,19,4,0.398,debt_consolidation,RENT,0
L04743,61,25091,49280,48,8.01,324,0,2,1.964,education,MORTGAGE,1
L04744,41,32505,38103,24,22.38,664,5,9,1.172,debt_consolidation,OWN,0
L04745,47,68122,47582,12,21.69,394,27,2,0.698,debt_consolidation,MORTGAGE,0
L04746,48,82707,9056,36,12.16,807,7,9,0.109,car,MORTGAGE,0
L04747,42,62511,30950,48,12.5,475,29,1,0.495,car,MORTGAGE,0
L04748,39,46047,4753,12,13.74,707,13,7,0.103,vacation,RENT,0
L04749,34,39690,33941,36,17.47,789,2,6,0.855,medical,RENT,0
L04750,37,49324,36140,24,9.96,758,1,6,0.733,vacation,RENT,0
L04751,30,76845,16234,60,5.44,712,21,2,0.211,education,MORTGAGE,0
L04752,33,48834,11636,48,7.68,637,0,1,0.238,education,RENT,0
L04753,59,73859,5376,48,13.36,630,10,8,0.073,education,RENT,0
L04754,40,66746,32783,36,10.36,512,20,8,0.491,home_improvement,RENT,0
L04755,28,85850,43249,60,19.53,644,5,2,0.504,vacation,RENT,0
L04756,56,58604,45025,12,7.03,846,7,4,0.768,vacation,RENT,0
L04757,39,54107,18447,24,22.43,823,6,4,0.341,debt_consolidation,RENT,0
L04758,37,74758,22329,12,22.01,645,5,2,0.299,debt_consolidation,RENT,0
L04759,60,38165,18713,36,22.27,547,17,9,0.49,debt_consolidation,MORTGAGE,0
L04760,25,47007,6858,48,19.05,624,11,4,0.146,medical,MORTGAGE,0
L04761,46,24759,21472,48,7.03,766,7,4,0.867,education,MORTGAGE,0
L04762,53,32422,18524,12,13.32,390,23,4,0.571,debt_consolidation,OWN,0
L04763,61,89620,48387,24,7.5,593,26,5,0.54,home_improvement,MORTGAGE,0
L04764,34,67461,6539,36,23.77,840,20,8,0.097,car,MORTGAGE,0
L04765,38,30327,20857,24,11.33,823,18,4,0.688,home_improvement,MORTGAGE,0
L04766,58,76506,40362,36,16.12,558,27,3,0.528,medical,RENT,1
L04767,27,42333,38671,24,19.81,386,26,1,0.913,debt_consolidation,MORTGAGE,1
L04768,40,66537,7364,12,22.49,457,23,2,0.111,vacation,RENT,0
L04769,34,66268,2449,60,19.36,793,4,4,0.037,car,RENT,0
L04770,47,84969,22830,36,17.82,485,18,9,0.269,education,RENT,0
L04771,35,45320,23078,12,13.85,643,8,1,0.509,medical,MORTGAGE,0
L04772,52,41675,39574,48,16.5,815,24,6,0.95,home_improvement,OWN,0
L04773,25,15000,2869,48,6.79,808,11,6,0.191,debt_consolidation,RENT,0
L04774,60,52808,40847,24,21.79,839,14,3,0.774,medical,MORTGAGE,0
L04775,29,68055,42075,48,15.33,315,22,9,0.618,medical,RENT,0
L04776,46,70515,30140,60,5.76,824,12,3,0.427,vacation,RENT,0
L04777,34,77543,5659,36,22.48,499,23,1,0.073,education,RENT,0
L04778,53,60216,38370,24,14.3,483,12,2,0.637,vacation,OWN,1
L04779,59,64086,43352,36,21.5,608,20,4,0.676,vacation,RENT,1
L04780,59,56226,16385,36,21.28,807,20,4,0.291,education,RENT,0
L04781,49,67734,45751,12,20.5,580,4,2,0.675,home_improvement,MORTGAGE,0
L04782,51,38183,21337,48,6.17,457,1,6,0.559,vacation,MORTGAGE,0
L04783,24,29647,7131,36,9.69,659,18,6,0.241,education,RENT,0
L04784,49,40082,3358,60,21.64,558,7,3,0.084,medical,OWN,0
L04785,24,58845,27614,60,22.08,456,13,1,0.469,medical,RENT,0
L04786,55,31592,18771,48,13.7,724,28,9,0.594,education,OWN,0
L04787,37,43601,15603,48,13.36,320,5,4,0.358,medical,OWN,0
L04788,43,44176,18246,24,8.33,646,24,9,0.413,car,RENT,0
L04789,53,69072,19216,24,23.4,649,6,5,0.278,car,RENT,0
L04790,59,66881,43209,24,9.05,684,13,7,0.646,education,RENT,0
L04791,29,56268,44987,48,8.63,737,5,3,0.8,education,OWN,0
L04792,29,63119,44488,36,17.55,755,15,3,0.705,home_improvement,MORTGAGE,0
L04793,27,63474,22577,12,9.61,845,26,8,0.356,education,MORTGAGE,0
L04794,35,48454,44320,24,22.84,379,29,1,0.915,vacation,MORTGAGE,0
L04795,53,45235,13301,12,5.21,751,3,8,0.294,medical,MORTGAGE,0
L04796,56,82660,11515,60,5.11,840,6,8,0.139,vacation,RENT,0
L04797,31,15000,28802,48,14.59,788,15,3,1.92,education,MORTGAGE,0
L04798,24,41656,2891,60,14.27,822,3,1,0.069,medical,RENT,0
L04799,33,51331,23972,24,8.1,691,6,9,0.467,car,MORTGAGE,0
L04800,52,65079,49853,36,14.4,658,20,4,0.766,medical,MORTGAGE,0
L04801,50,75439,22932,24,12.82,332,1,7,0.304,home_improvement,RENT,0
L04802,26,88421,6192,12,21.92,435,22,9,0.07,debt_consolidation,OWN,0
L04803,46,53349,18128,24,5.18,709,7,3,0.34,medical,RENT,0
L04804,62,54554,24836,36,23.55,828,9,5,0.455,education,RENT,0
L04805,52,61526,26837,36,16.86,390,26,3,0.436,home_improvement,MORTGAGE,0
L04806,42,45439,24778,48,7.89,712,1,5,0.545,car,MORTGAGE,0
L04807,41,33683,45130,48,5.89,598,5,2,1.34,car,RENT,0
L04808,60,53267,18708,36,15.22,786,3,4,0.351,debt_consolidation,RENT,0
L04809,43,68416,43945,36,9.46,372,20,2,0.642,education,RENT,0
L04810,25,50627,26232,12,10.72,560,0,3,0.518,vacation,MORTGAGE,0
L04811,34,62441,41412,24,9.66,611,5,5,0.663,vacation,MORTGAGE,0
L04812,63,21361,6782,48,17.35,464,27,9,0.317,medical,OWN,0
L04813,41,55331,28315,12,15.52,634,11,3,0.512,car,MORTGAGE,0
L04814,34,47737,12052,24,6.48,801,26,6,0.252,home_improvement,MORTGAGE,0
L04815,38,32047,21521,48,15.0,460,13,4,0.672,debt_consolidation,RENT,0
L04816,57,66829,5898,12,20.03,689,14,4,0.088,vacation,MORTGAGE,0
L04817,54,88221,19219,60,6.54,370,23,5,0.218,medical,OWN,0
L04818,22,72819,6154,60,21.91,391,17,7,0.085,medical,RENT,0
L04819,36,73967,37546,48,15.99,660,16,4,0.508,car,RENT,0
L04820,34,67824,15809,12,23.06,620,8,8,0.233,home_improvement,OWN,0
L04821,38,66636,27972,24,7.81,544,14,9,0.42,home_improvement,RENT,0
L04822,45,22610,41177,24,23.88,323,17,9,1.821,vacation,MORTGAGE,1
L04823,29,52696,14523,12,17.24,702,23,9,0.276,medical,MORTGAGE,0
L04824,48,64156,39081,60,15.78,672,20,2,0.609,car,MORTGAGE,0
L04825,44,64565,24030,12,14.79,585,17,3,0.372,home_improvement,OWN,0
L04826,29,77890,42376,60,5.45,740,4,5,0.544,medical,OWN,0
L04827,29,36416,22105,60,22.85,651,15,1,0.607,home_improvement,RENT,0
L04828,47,65930,48485,24,17.24,518,8,4,0.735,debt_consolidation,OWN,0
L04829,34,35829,26295,48,6.74,784,21,5,0.734,home_improvement,RENT,0
L04830,60,51189,13864,36,5.4,742,2,9,0.271,home_improvement,MORTGAGE,0
L04831,58,53884,45982,12,5.96,517,11,8,0.853,medical,MORTGAGE,0
L04832,49,70526,14876,60,16.58,366,23,1,0.211,home_improvement,RENT,0
L04833,46,68409,20055,12,16.67,330,13,3,0.293,home_improvement,MORTGAGE,0
L04834,37,57165,35684,48,14.49,621,0,3,0.624,debt_consolidation,MORTGAGE,0
L04835,23,16263,23972,48,10.83,549,8,6,1.474,home_improvement,MORTGAGE,0
L04836,39,63007,27493,36,15.1,309,8,4,0.436,home_improvement,OWN,0
L04837,38,50181,11325,36,14.81,584,19,4,0.226,medical,MORTGAGE,0
L04838,51,80052,38775,60,5.37,452,12,1,0.484,car,OWN,1
L04839,60,75762,22373,36,10.37,843,7,4,0.295,debt_consolidation,RENT,0
L04840,34,38115,38253,60,6.01,828,10,1,1.004,home_improvement,RENT,0
L04841,53,65479,23181,24,22.1,670,29,5,0.354,car,RENT,0
L04842,50,65834,12961,60,18.78,600,13,3,0.197,medical,RENT,0
L04843,51,64525,19705,36,23.93,445,15,5,0.305,debt_consolidation,RENT,0
L04844,39,62192,46676,12,10.74,351,10,3,0.751,education,MORTGAGE,0
L04845,34,66342,38122,36,21.69,703,18,5,0.575,medical,MORTGAGE,0
L04846,64,82026,28104,48,16.46,440,28,4,0.343,car,MORTGAGE,0
L04847,42,45075,15509,36,13.61,387,21,9,0.344,debt_consolidation,RENT,0
L04848,51,38695,9101,24,9.23,726,9,6,0.235,home_improvement,MORTGAGE,0
L04849,42,69088,6743,60,19.03,383,25,2,0.098,car,OWN,0
L04850,38,21099,10951,48,22.18,542,7,1,0.519,medical,OWN,0
L04851,61,66772,9014,60,9.47,405,10,1,0.135,debt_consolidation,MORTGAGE,0
L04852,40,63584,38180,60,8.33,654,24,1,0.6,car,MORTGAGE,0
L04853,36,15000,43908,36,18.23,320,7,9,2.927,education,RENT,1
L04854,30,43545,45039,12,23.56,305,24,5,1.034,car,MORTGAGE,1
L04855,31,83367,10219,48,19.25,520,19,4,0.123,medical,MORTGAGE,0
L04856,52,28770,9163,24,10.41,386,9,5,0.318,medical,MORTGAGE,0
L04857,44,58826,4470,24,12.98,752,16,9,0.076,home_improvement,MORTGAGE,0
L04858,51,36911,45498,12,12.3,641,22,3,1.233,home_improvement,MORTGAGE,0
L04859,54,42238,18543,12,21.19,692,10,3,0.439,car,MORTGAGE,0
L04860,30,89493,21276,36,19.66,651,11,2,0.238,medical,MORTGAGE,0
L04861,22,57221,38881,24,16.19,545,9,8,0.679,car,MORTGAGE,0
L04862,56,64305,15414,48,10.22,412,19,7,0.24,vacation,MORTGAGE,0
L04863,32,52975,9749,12,22.82,457,16,2,0.184,education,MORTGAGE,0
L04864,55,27727,26182,12,17.41,536,2,4,0.944,medical,RENT,0
L04865,37,33671,13914,12,23.44,542,6,7,0.413,vacation,MORTGAGE,0
L04866,30,76211,17007,48,16.02,465,26,1,0.223,vacation,RENT,0
L04867,53,57752,32951,24,20.6,333,2,1,0.571,medical,OWN,1
L04868,36,41134,46691,48,20.45,554,16,8,1.135,home_improvement,RENT,0
L04869,33,54603,34608,48,11.41,601,22,6,0.634,car,RENT,0
L04870,54,66908,23383,36,23.32,519,7,2,0.349,debt_consolidation,RENT,0
L04871,35,63180,15042,12,5.42,331,20,1,0.238,debt_consolidation,MORTGAGE,0
L04872,29,41143,27412,24,19.61,808,21,3,0.666,education,MORTGAGE,0
L04873,29,26644,15181,36,23.35,781,29,4,0.57,medical,OWN,0
L04874,48,47673,46898,36,11.44,532,18,5,0.984,home_improvement,MORTGAGE,0
L04875,33,74962,5405,60,17.31,514,13,3,0.072,home_improvement,MORTGAGE,0
L04876,22,70378,32868,12,15.68,541,4,5,0.467,home_improvement,RENT,0
L04877,64,62387,12862,24,19.47,544,18,7,0.206,debt_consolidation,OWN,0
L04878,61,51924,30688,24,21.46,319,12,9,0.591,vacation,OWN,0
L04879,63,45698,32945,24,16.46,509,17,5,0.721,education,MORTGAGE,0
L04880,32,52258,14939,12,20.5,725,29,4,0.286,debt_consolidation,RENT,0
L04881,60,69071,48735,24,10.93,371,22,9,0.706,home_improvement,MORTGAGE,0
L04882,64,73183,30931,48,9.34,477,25,8,0.423,debt_consolidation,RENT,0
L04883,52,50287,40616,48,13.18,822,10,5,0.808,debt_consolidation,RENT,0
L04884,38,100652,41585,12,17.88,598,22,9,0.413,education,RENT,0
L04885,54,56663,40911,24,8.56,565,11,9,0.722,car,RENT,0
L04886,53,48754,49277,60,17.93,819,7,1,1.011,medical,OWN,0
L04887,50,81562,44826,60,12.49,794,11,6,0.55,vacation,OWN,0
L04888,42,18310,43164,60,20.12,574,0,5,2.357,car,RENT,0
L04889,42,63640,24942,48,5.7,352,17,6,0.392,medical,OWN,0
L04890,61,53689,46539,60,17.69,699,1,3,0.867,home_improvement,MORTGAGE,0
L04891,44,81067,7272,24,17.35,713,11,3,0.09,education,MORTGAGE,0
L04892,27,65888,46134,24,22.88,788,18,5,0.7,education,MORTGAGE,1
L04893,43,57503,26265,60,18.55,801,22,7,0.457,car,MORTGAGE,0
L04894,59,66927,30668,36,20.13,606,6,4,0.458,medical,OWN,1
L04895,58,35999,48196,60,22.19,716,6,6,1.339,education,RENT,0
L04896,29,72402,18024,36,17.83,808,0,5,0.249,car,RENT,0
L04897,62,30797,33899,12,10.51,829,17,2,1.101,education,RENT,0
L04898,56,61452,5747,12,21.53,305,7,1,0.094,debt_consolidation,OWN,0
L04899,32,55641,11297,24,19.2,721,24,6,0.203,debt_consolidation,MORTGAGE,0
L04900,45,23265,3607,48,13.06,750,9,5,0.155,car,MORTGAGE,0
L04901,42,56240,23458,24,18.5,726,28,9,0.417,car,RENT,0
L04902,23,60075,29973,24,21.49,689,22,7,0.499,vacation,OWN,0
L04903,61,43212,25117,48,23.54,633,28,1,0.581,home_improvement,MORTGAGE,0
L04904,40,36776,18450,24,23.09,747,0,6,0.502,debt_consolidation,MORTGAGE,0
L04905,60,63859,17535,48,11.18,637,14,7,0.275,education,RENT,0
L04906,49,61521,31355,24,13.01,387,14,3,0.51,car,OWN,0
L04907,38,59082,9645,12,7.08,568,27,9,0.163,medical,MORTGAGE,1
L04908,27,55159,44238,36,9.7,364,3,2,0.802,education,MORTGAGE,0
L04909,40,44801,6158,24,21.77,363,9,1,0.137,home_improvement,RENT,0
L04910,59,95899,43773,36,11.86,569,7,9,0.456,medical,RENT,0
L04911,49,49630,18786,60,16.79,676,13,7,0.379,education,OWN,0
L04912,23,39427,42693,24,17.65,628,12,1,1.083,home_improvement,MORTGAGE,0
L04913,59,55979,32911,12,19.85,817,20,4,0.588,medical,RENT,0
L04914,58,51743,28578,48,8.47,720,16,3,0.552,debt_consolidation,MORTGAGE,0
L04915,25,49212,48408,12,10.79,612,6,7,0.984,car,RENT,0
L04916,43,88736,6166,36,13.52,608,5,5,0.069,education,OWN,0
L04917,47,34664,21309,48,11.93,488,8,9,0.615,car,MORTGAGE,0
L04918,64,55673,17076,12,23.68,341,19,3,0.307,vacation,RENT,0
L04919,57,35871,21377,12,20.86,619,19,6,0.596,education,RENT,0
L04920,34,45261,11278,12,14.11,744,7,2,0.249,car,OWN,0
L04921,53,86250,35539,48,21.71,673,13,3,0.412,education,MORTGAGE,0
L04922,38,60066,13440,12,11.61,585,29,4,0.224,debt_consolidation,RENT,0
L04923,62,59848,28245,12,19.93,470,19,6,0.472,home_improvement,OWN,0
L04924,57,38089,24097,36,9.25,562,2,1,0.633,home_improvement,MORTGAGE,0
L04925,40,47356,10167,12,19.67,834,22,6,0.215,car,OWN,0
L04926,56,87816,3556,12,13.67,441,12,4,0.04,medical,MORTGAGE,0
L04927,61,63988,45918,60,7.04,447,20,8,0.718,car,OWN,0
